date,actual_price,sentiment,xgboost_predicted,sarimax_predicted,was_split,split_ratio
2025-06-11,33.2,0.1666666666666667,345.0950622558594,721.0588304791784,True,5
2025-06-12,33.2,0.0,343.8551025390625,721.0588304791784,True,5
2025-06-13,32.8,-0.2,340.83673095703125,721.0588304791784,True,5
2025-06-16,32.3,0.0,345.7002258300781,721.0588304791784,True,5
2025-06-17,32.5,0.3333333333333333,341.90081787109375,721.0588304791784,True,5
2025-06-18,32.1,-0.125,359.10821533203125,721.0588304791784,True,5
2025-06-19,31.2,0.0,350.6924743652344,721.0588304791784,True,5
2025-06-20,31.8,0.1666666666666667,357.4588317871094,721.0588304791784,True,5
2025-06-23,31.1,0.2222222222222222,352.4300537109375,721.0588304791784,True,5
2025-06-24,32.9,0.25,348.6256103515625,721.0588304791784,True,5
2025-06-25,33.6,0.0,346.6645202636719,721.0588304791784,True,5
2025-06-26,33.6,0.1666666666666667,344.1496276855469,721.0588304791784,True,5
2025-06-27,34.0,0.0,343.4382019042969,721.0588304791784,True,5
2025-06-30,32.8,0.2,343.5020751953125,721.0588304791784,True,5
2025-07-01,32.6,0.25,345.2910461425781,721.0588304791784,True,5
2025-07-02,32.5,0.2222222222222222,347.01568603515625,721.0588304791784,True,5
2025-07-03,32.3,0.4,346.6068420410156,721.0588304791784,True,5
2025-07-04,32.4,-0.1,349.4478454589844,721.0588304791784,True,5
2025-07-07,32.1,0.0,347.3803405761719,721.0588304791784,True,5
2025-07-08,32.2,-0.2857142857142857,347.4613037109375,721.0588304791784,True,5
2025-07-09,32.4,0.0,346.8310241699219,721.0588304791784,True,5
2025-07-11,33.3,0.2857142857142857,346.44146728515625,721.0588304791784,True,5
2025-07-14,33.5,0.1428571428571428,346.4736022949219,721.0588304791784,True,5
2025-07-15,33.1,0.2727272727272727,346.4055480957031,721.0588304791784,True,5
2025-07-16,33.1,0.2222222222222222,348.2538146972656,721.0588304791784,True,5
2025-07-17,32.8,0.2,354.315185546875,721.0588304791784,True,5
2025-07-18,33.0,0.375,347.3323059082031,721.0588304791784,True,5
2025-07-21,33.0,0.7142857142857143,347.8918151855469,721.0588304791784,True,5
2025-07-22,34.0,0.125,348.7240905761719,721.0588304791784,True,5
2025-07-23,35.0,0.2,346.4736022949219,721.0588304791784,True,5
2025-07-24,34.1,0.2857142857142857,346.9746398925781,721.0588304791784,True,5
2025-07-25,34.1,0.5714285714285714,350.8704528808594,721.0588304791784,True,5
2025-07-28,34.5,0.5,348.9725036621094,721.0588304791784,True,5
2025-07-29,34.7,0.0,346.3621520996094,721.0588304791784,True,5
2025-07-30,34.7,0.25,346.3621520996094,721.0588304791784,True,5
2025-07-31,35.5,0.1111111111111111,346.05682373046875,721.0588304791784,True,5
2025-08-01,35.7,0.2857142857142857,346.6172180175781,721.0588304791784,True,5
2025-08-04,35.3,0.2,345.068115234375,721.0588304791784,True,5
2025-08-05,34.9,0.1428571428571428,346.6950378417969,721.0588304791784,True,5
2025-08-06,35.2,0.0,346.8310241699219,721.0588304791784,True,5
2025-08-07,35.4,0.7142857142857143,346.6172180175781,721.0588304791784,True,5
2025-08-11,35.0,0.25,346.8081359863281,721.0588304791784,True,5
2025-08-12,34.9,0.5714285714285714,346.6896057128906,721.0588304791784,True,5
2025-08-13,35.0,0.0,346.5839538574219,721.0588304791784,True,5
2025-08-14,35.2,0.0,346.44146728515625,721.0588304791784,True,5
2025-08-15,35.0,0.6,346.4736022949219,721.0588304791784,True,5
2025-08-18,35.5,0.1428571428571428,346.9759826660156,721.0588304791784,True,5
2025-08-19,35.9,0.3,346.6645202636719,721.0588304791784,True,5
2025-08-20,35.6,0.1666666666666667,346.8310241699219,721.0588304791784,True,5
2025-08-21,35.8,-0.1818181818181818,346.8310241699219,721.0588304791784,True,5
2025-08-22,36.0,0.125,346.05682373046875,721.0588304791784,True,5
2025-08-25,35.8,0.25,346.6645202636719,721.0588304791784,True,5
2025-08-25,35.8,0.25,346.9746398925781,721.0588304791784,True,5
2025-08-26,35.9,0.2,347.1183166503906,721.0588304791784,True,5
2025-08-27,36.2,0.1818181818181818,346.9823303222656,721.0588304791784,True,5
2025-08-28,36.0,0.0,347.1183166503906,721.0588304791784,True,5
2025-08-29,36.0,0.0,346.9518127441406,721.0588304791784,True,5
2025-09-01,36.1,0.0,344.5459899902344,721.0588304791784,True,5
2025-09-02,36.0,-0.25,345.5961608886719,721.0588304791784,True,5
2025-09-03,36.0,0.0,342.1881103515625,721.0588304791784,True,5
2025-09-04,35.8,0.0,342.9637451171875,721.0588304791784,True,5
2025-09-08,35.1,0.0,348.9144287109375,721.0588304791784,True,5
2025-09-09,35.2,0.0,346.6494445800781,721.0588304791784,True,5
2025-09-10,34.4,0.0,346.3584289550781,721.0588304791784,True,5
2025-09-11,34.7,0.0,349.2276611328125,721.0588304791784,True,5
2025-09-12,36.1,0.0,348.1791076660156,721.0588304791784,True,5
2025-09-15,35.7,0.0,346.1900634765625,721.0588304791784,True,5
2025-09-16,36.1,0.0,346.9518127441406,721.0588304791784,True,5
2025-09-17,35.8,0.0,347.1183166503906,721.0588304791784,True,5
2025-09-18,35.8,0.0,347.1183166503906,721.0588304791784,True,5
2025-09-19,36.1,0.0,347.1736755371094,721.0588304791784,True,5
2025-09-22,35.9,0.0,354.9757995605469,721.0588304791784,True,5
2025-09-23,35.9,0.0,380.0108337402344,721.0588304791784,True,5
2025-09-24,36.0,0.0,386.7270812988281,721.0588304791784,True,5
2025-09-25,36.6,0.0,363.6970520019531,721.0588304791784,True,5
2025-09-26,38.1,0.0,365.40093994140625,721.0588304791784,True,5
2025-09-29,40.4,0.0,365.4514465332031,721.0588304791784,True,5
2025-09-30,44.4,0.0,357.46875,721.0588304791784,True,5
2025-10-01,43.3,0.0,344.05267333984375,721.0588304791784,True,5
2025-10-02,43.3,0.0,345.8914489746094,721.0588304791784,True,5
2025-10-03,44.0,0.0,345.8914489746094,721.0588304791784,True,5
2025-10-07,43.9,0.0,346.4029235839844,721.0588304791784,True,5
2025-10-08,43.3,0.0,346.9518127441406,721.0588304791784,True,5
2025-10-09,43.6,0.0,347.01568603515625,721.0588304791784,True,5
2025-10-10,43.9,0.0,346.7456359863281,721.0588304791784,True,5
2025-10-13,43.8,0.0,347.1183166503906,721.0588304791784,True,5
2025-10-14,43.6,0.0,349.273193359375,721.0588304791784,True,5
2025-10-15,43.8,0.0,,721.0588304791784,True,5
2025-10-16,43.3,0.0,,721.0588304791784,True,5
2025-10-17,43.4,0.0,,721.0588304791784,True,5
2025-10-21,45.1,0.0,,721.0588304791784,True,5
