date,actual_price,xgboost_predicted,sarimax_predicted,lightgbm_predicted,hybrid_predicted,best_model_predicted,best_model,sentiment,was_split
2025-08-01,13.2,13.879554748535156,8.487666156133024,8.560642671627825,8.457722032054459,13.879554748535156,XGBoost,0.1428571428571428,False
2025-08-04,13.0,15.17647933959961,8.499962843492659,8.685255585634271,8.528223271568805,15.17647933959961,XGBoost,0.4,False
2025-08-05,13.2,15.532354354858398,8.480834663155449,8.687053580148845,8.517491498622839,15.532354354858398,XGBoost,0.0,False
2025-08-06,13.3,15.786433219909668,8.480834663155449,8.521299382949518,8.422467097716243,15.786433219909668,XGBoost,0.0,False
2025-08-07,13.0,15.976187705993652,8.514992128043323,8.60077835921956,8.46345877756734,15.976187705993652,XGBoost,0.7142857142857143,False
2025-08-11,13.1,16.278133392333984,8.480834663155449,8.504730782482474,8.39201354090276,16.278133392333984,XGBoost,0.0,False
2025-08-12,13.3,16.930261611938477,8.487666156133024,8.494119851019176,8.382228274393736,16.930261611938477,XGBoost,0.1428571428571428,False
2025-08-13,13.1,18.92963409423828,8.480834663155449,8.694711073168607,8.500569234783534,18.92963409423828,XGBoost,0.0,False
2025-08-14,13.3,20.454814910888672,8.488804738295952,8.694711073168607,8.501575079265749,20.454814910888672,XGBoost,0.1666666666666667,False
2025-08-15,13.8,22.952478408813477,8.509526933661263,8.694711073168607,8.500749386034078,22.952478408813477,XGBoost,0.6,False
2025-08-18,14.6,23.601160049438477,8.494497649110599,8.693253512965269,8.487210098153612,23.601160049438477,XGBoost,0.2857142857142857,False
2025-08-19,16.0,23.383987426757812,8.490398753324053,8.611058904043517,8.458538900920978,23.383987426757812,XGBoost,0.2,False
2025-08-20,16.0,22.838098526000977,8.488804738295952,8.513332285059652,8.343652232273492,22.838098526000977,XGBoost,0.1666666666666667,False
2025-08-21,15.6,23.460111618041992,8.480834663155449,8.559646588128833,8.440171075266456,23.460111618041992,XGBoost,0.0,False
2025-08-22,16.0,23.95484161376953,8.486812219510826,8.623967461956834,8.473060088170309,23.95484161376953,XGBoost,0.125,False
2025-08-25,15.8,23.885826110839844,8.480834663155449,8.49681320795866,8.396073237465341,23.885826110839844,XGBoost,0.0,False
2025-08-25,15.8,23.633630752563477,8.480834663155449,8.494513445666838,8.324064142867524,23.633630752563477,XGBoost,0.0,False
2025-08-26,19.6,24.355382919311523,8.490398753324053,8.541442432851563,8.434859002465407,24.355382919311523,XGBoost,0.2,False
2025-08-27,20.0,23.86355209350586,8.489529290581453,8.454114175587582,8.31572029327414,23.86355209350586,XGBoost,0.1818181818181818,False
2025-08-28,24.7,23.563623428344727,8.480834663155449,8.411426738892358,8.294473614219493,23.563623428344727,XGBoost,0.0,False
2025-08-29,24.0,23.636322021484375,8.480834663155449,8.421163314181227,8.284851713911852,23.636322021484375,XGBoost,0.0,False
2025-09-01,23.5,25.37256622314453,8.480834663155449,8.585858897220827,8.485926308417278,25.37256622314453,XGBoost,0.0,False
2025-09-02,22.4,26.406169891357422,8.486812219510826,8.664090963618973,8.493519159146604,26.406169891357422,XGBoost,0.125,False
2025-09-03,24.2,26.731456756591797,8.492789775866205,8.59134013522348,8.462616263066996,26.731456756591797,XGBoost,0.25,False
2025-09-04,24.7,26.7801513671875,8.480834663155449,8.583846429668906,8.464483138356334,26.7801513671875,XGBoost,0.0,False
2025-09-08,24.1,26.680471420288086,8.480834663155449,8.490460594014614,8.34522289526887,26.680471420288086,XGBoost,0.0,False
2025-09-09,23.6,26.61798667907715,8.480834663155449,8.405277396241365,8.278255829953194,26.61798667907715,XGBoost,0.0,False
2025-09-10,24.7,26.67820930480957,8.480834663155449,8.446942138301916,8.350115948155334,26.67820930480957,XGBoost,0.0,False
2025-09-11,23.8,26.79774284362793,8.480834663155449,8.519324866163016,8.429808993399647,26.79774284362793,XGBoost,0.0,False
2025-09-12,23.5,26.70473289489746,8.480834663155449,8.403778249585256,8.302659449196721,26.70473289489746,XGBoost,0.0,False
2025-09-15,23.4,26.726411819458008,8.480834663155449,8.438219594902149,8.317401398917607,26.726411819458008,XGBoost,0.0,False
2025-09-16,25.9,26.60868263244629,8.480834663155449,8.384662458754814,8.240330400075564,26.60868263244629,XGBoost,0.0,False
2025-09-17,28.7,26.55657958984375,8.480834663155449,8.40572467291203,8.269445519885313,26.55657958984375,XGBoost,0.0,False
2025-09-18,27.9,26.484556198120117,8.480834663155449,8.36458533630777,8.244226443339791,26.484556198120117,XGBoost,0.0,False
2025-09-19,28.7,26.557342529296875,8.480834663155449,8.350817039365433,8.24197310067353,26.557342529296875,XGBoost,0.0,False
2025-09-22,27.6,26.417577743530273,8.480834663155449,8.347998962663652,8.240288780809092,26.417577743530273,XGBoost,0.0,False
2025-09-23,26.7,26.3623046875,8.480834663155449,8.337519040000126,8.219101718919257,26.3623046875,XGBoost,0.0,False
2025-09-24,27.5,25.851016998291016,8.480834663155449,8.2602202769168,8.166327865108546,25.851016998291016,XGBoost,0.0,False
2025-09-25,28.5,25.495502471923828,8.480834663155449,8.225927612540296,8.149497914673983,25.495502471923828,XGBoost,0.0,False
2025-09-26,27.5,25.752960205078125,8.480834663155449,8.36158084927931,8.242769995567748,25.752960205078125,XGBoost,0.0,False
2025-09-29,27.6,26.77629280090332,8.480834663155449,8.58993959740833,8.478884458894772,26.77629280090332,XGBoost,0.0,False
2025-09-30,27.1,26.80817413330078,8.480834663155449,8.4866067620575,8.406711624806082,26.80817413330078,XGBoost,0.0,False
2025-10-01,27.1,26.779359817504883,8.480834663155449,8.376548019791544,8.316421212890239,26.779359817504883,XGBoost,0.0,False
2025-10-02,27.0,26.723581314086914,8.480834663155449,8.327476918696135,8.239531669208295,26.723581314086914,XGBoost,0.0,False
2025-10-03,27.0,26.771425247192383,8.480834663155449,8.353498949465436,8.27869167067196,26.771425247192383,XGBoost,0.0,False
2025-10-07,26.9,,8.480834663155449,,,,XGBoost,0.0,False
2025-10-08,26.6,,8.480834663155449,,,,XGBoost,0.0,False
2025-10-09,26.0,,8.480834663155449,,,,XGBoost,0.0,False
2025-10-10,25.2,,8.480834663155449,,,,XGBoost,0.0,False
2025-10-13,26.1,,8.480834663155449,,,,XGBoost,0.0,False
2025-10-14,29.1,,8.480834663155449,,,,XGBoost,0.0,False
2025-10-15,28.3,,8.480834663155449,,,,XGBoost,0.0,False
2025-10-16,27.9,,8.480834663155449,,,,XGBoost,0.0,False
2025-10-17,27.5,,8.480834663155449,,,,XGBoost,0.0,False
2025-10-21,27.8,,8.480834663155449,,,,XGBoost,0.0,False
