date,actual_price,xgboost_predicted,sarimax_predicted,lightgbm_predicted,hybrid_predicted,best_model_predicted,best_model,sentiment,was_split,split_ratio
2025-08-04,176.5,177.16539001464844,138.2680639485904,135.19024281314782,136.4614172054985,177.16539001464844,XGBoost,0.2,True,5
2025-08-05,174.5,177.5075225830078,138.26238610906245,135.27951406093254,136.47835319277073,177.5075225830078,XGBoost,0.1428571428571428,True,5
2025-08-06,176.0,178.12979125976562,138.24819151024255,135.30647501682628,136.51886318533775,178.12979125976562,XGBoost,0.0,True,5
2025-08-07,177.0,177.8365478515625,138.31916450434204,135.04397592588526,136.41368802907397,177.8365478515625,XGBoost,0.7142857142857143,True,5
2025-08-11,175.0,177.81515502929688,138.27303205817736,134.96003361136468,136.40227509093697,177.81515502929688,XGBoost,0.25,True,5
2025-08-12,174.5,177.96084594726562,138.30496990552214,135.04989579032008,136.47878157090838,177.96084594726562,XGBoost,0.5714285714285714,True,5
2025-08-13,175.0,178.5561065673828,138.24819151024255,135.27951406093254,136.50579987495152,178.5561065673828,XGBoost,0.0,True,5
2025-08-14,176.0,178.1641082763672,138.24819151024255,135.19024281314782,136.37835124775614,178.1641082763672,XGBoost,0.0,True,5
2025-08-15,175.0,179.6033172607422,138.30780882528612,134.96003361136468,136.35138249041884,179.6033172607422,XGBoost,0.6,True,5
2025-08-18,177.5,180.77218627929688,138.26238610906245,135.1595480941134,136.4597104484817,180.77218627929688,XGBoost,0.1428571428571428,True,5
2025-08-19,179.5,178.93771362304688,138.27800016776433,134.92933889233026,136.31424370911893,178.93771362304688,XGBoost,0.3,True,5
2025-08-20,178.0,178.3759002685547,138.26475187553243,134.92933889233026,136.30540979550517,178.3759002685547,XGBoost,0.1666666666666667,True,5
2025-08-21,179.0,177.67991638183594,138.23012565719904,134.4451307665734,136.18704933876816,177.67991638183594,XGBoost,-0.1818181818181818,True,5
2025-08-22,180.0,175.30014038085938,138.26061178420997,133.07531258782012,136.00142471374198,175.30014038085938,XGBoost,0.125,True,5
2025-08-25,179.0,175.3771514892578,138.27303205817736,133.1953476119609,136.10473461059635,175.3771514892578,XGBoost,0.25,True,5
2025-08-25,179.0,172.24949645996094,138.27303205817736,133.01238984178477,135.9732109399287,172.24949645996094,XGBoost,0.25,True,5
2025-08-26,179.5,173.2205810546875,138.2680639485904,133.1953476119609,136.10865487188693,173.2205810546875,XGBoost,0.2,True,5
2025-08-27,181.0,177.4166717529297,138.26625736328606,136.09602232367234,136.81536158404214,177.4166717529297,XGBoost,0.1818181818181818,True,5
2025-08-28,180.0,177.5334930419922,138.24819151024255,135.3275030723002,136.61321401282478,177.5334930419922,XGBoost,0.0,True,5
2025-08-29,180.0,178.58570861816406,138.24819151024255,135.21925446102404,136.6915590726039,178.58570861816406,XGBoost,0.0,True,5
2025-09-01,180.5,178.11712646484375,138.24819151024255,135.1299832132393,136.43393152889237,178.11712646484375,XGBoost,0.0,True,5
2025-09-02,180.0,177.8114776611328,138.22335096230773,134.99598315260283,136.3689530888763,177.8114776611328,XGBoost,-0.25,True,5
2025-09-03,180.0,178.5291290283203,138.24819151024255,135.2315212876501,136.4965387887258,178.5291290283203,XGBoost,0.0,True,5
2025-09-04,179.0,178.09060668945312,138.24819151024255,134.91204083808225,136.36066505273007,178.09060668945312,XGBoost,0.0,True,5
2025-09-08,175.5,178.41770935058594,138.24819151024255,134.91204083808225,136.38748430444042,178.41770935058594,XGBoost,0.0,True,5
2025-09-09,176.0,178.44044494628906,138.24819151024255,135.1422500398654,136.44209902241096,178.44044494628906,XGBoost,0.0,True,5
2025-09-10,172.0,182.7270050048828,138.24819151024255,135.24881934189813,136.6016229511328,182.7270050048828,XGBoost,0.0,True,5
2025-09-11,173.5,189.020751953125,138.24819151024255,136.38394821119624,137.18096713564705,189.020751953125,XGBoost,0.0,True,5
2025-09-12,180.5,203.7098388671875,138.24819151024255,136.9717061168118,137.54695049282705,203.7098388671875,XGBoost,0.0,True,5
2025-09-15,178.5,215.7860107421875,138.24819151024255,142.05366314145377,142.66971189597035,215.7860107421875,XGBoost,0.0,True,5
2025-09-16,180.5,215.66864013671875,138.24819151024255,142.9670339044092,141.45006869998937,215.66864013671875,XGBoost,0.0,True,5
2025-09-17,179.0,215.39462280273438,138.24819151024255,142.6994643908759,141.55883936174047,215.39462280273438,XGBoost,0.0,True,5
