Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
7/26/24,6.9,6.9,6.7,6.7,12,5626,37904.4
7/25/24,6.9,6.9,6.5,6.6,29,124824,819174.1
7/24/24,6.9,6.9,6.9,6.9,3,567,3912.3
7/23/24,7,7,6.9,7,11,238,1660.5
7/22/24,7,7,6.7,6.8,73,156469,1070763
7/19/24,7,7,6.9,6.9,5,932,6474
7/18/24,7,7,6.8,6.9,9,5853,40311
7/17/24,7.1,7.1,7,7,3,112,785
7/16/24,7.1,7.1,7.1,6.9,3,73,518.3
7/15/24,7.1,7.1,6.9,6.9,8,3100,21445.1
7/12/24,7,7.1,7,7.1,8,9009,63663.9
7/11/24,6.9,7,6.7,7,10,23326,161059.7
7/10/24,6.9,6.9,6.6,6.7,31,19698,132244.8
7/9/24,6.8,6.9,6.8,6.9,8,3115,21203.4
7/8/24,7,7,6.7,6.8,20,48337,331381.2
7/5/24,6.9,7,6.9,7,2,1600,11190
7/4/24,7.1,7.1,6.9,7,23,63145,442140.8
7/3/24,7.2,7.2,7.1,7.1,6,24088,171025.9
7/2/24,7.2,7.2,7,7,31,14029,98426.9
7/1/24,7.2,7.2,7.2,7,1,10,72
6/28/24,7.1,7.1,7,7,9,2200,15404.7
6/27/24,7.2,7.2,7.2,7.2,3,1353,9741.6
6/26/24,7,7.2,7,7.1,6,7935,55605.5
6/25/24,7.2,7.2,7.2,7.2,1,900,6480
6/24/24,7.2,7.2,7,7.1,19,22699,158963.4
6/20/24,7.2,7.2,7,7,14,21832,154560.2
6/19/24,7.1,7.2,7.1,7.1,11,35721,253632.2
6/18/24,7.3,7.3,7.1,7.3,10,11691,85304.3
6/14/24,7.2,7.3,7.1,7.1,26,28768,205139.8
6/13/24,7.2,7.2,7.1,7.1,4,90,643
6/12/24,7.2,7.2,7.1,7.1,14,3930,27906
6/11/24,7.2,7.3,7,7,28,11365,80886.5
6/11/24,7.2,7.3,7,7,28,11365,80886.5
6/10/24,7.2,7.3,7.1,7.2,14,27176,194844.6
6/7/24,7.2,7.3,7,7,10,5379,38537.6
6/6/24,7.2,7.3,7.2,7.2,8,9340,67268
6/5/24,7.3,7.3,7,7.2,19,22670,160129.1
6/4/24,7.1,7.3,7.1,7.2,23,13002,93066.8
6/3/24,7.3,7.3,7.2,7.2,8,27795,200828.5
5/31/24,7.2,7.3,7.2,7.3,8,40570,295616
5/30/24,7.2,7.4,7.2,7.2,12,3816,27590.9
5/29/24,7.2,7.2,7,7.1,33,46949,331062.5
5/28/24,7.2,7.3,7.2,7.2,7,3732,27208.4
5/27/24,7.4,7.4,7.2,7.3,5,5816,42418.4
5/22/24,7.2,7.4,7.2,7.3,10,22506,162123.2
5/21/24,7.3,7.3,7.3,7.3,3,1050,7665
5/20/24,7.4,7.4,7.1,7.1,25,74420,535939
5/17/24,7.1,7.4,7.1,7.3,19,73656,523347.9
5/16/24,7.4,7.4,7.2,7.2,18,21280,153364
5/15/24,7.2,7.5,7.2,7.2,17,27766,204811.6
5/14/24,7.2,7.4,7.1,7.2,36,57754,413489.7
5/13/24,7.4,7.4,7.2,7.2,20,20483,148003.7
5/10/24,7.3,7.4,7.2,7.2,15,25432,185124.2
5/9/24,7.4,7.5,7.2,7.3,34,94798,693725.8
5/8/24,7.4,7.5,7.4,7.4,23,52026,385007
5/7/24,7.4,7.5,7.4,7.4,21,81852,608484.4
5/6/24,7.4,7.6,7.4,7.5,23,38941,288667.3
5/3/24,7.4,7.5,7.4,7.4,42,87092,645669.9
5/2/24,7.7,7.7,7.5,7.5,30,31098,234185
4/30/24,7.5,7.6,7.4,7.6,55,98270,735658.6
4/29/24,7.7,7.7,7.4,7.5,52,122220,913661.9
4/26/24,7.2,7.8,7.2,7.4,86,185101,1382728.1
4/25/24,7.3,7.4,7.1,7.3,52,333516,2411928.3
4/24/24,7.3,7.3,7.1,7.2,32,30934,222885.9
4/22/24,7.2,7.3,7,7.3,23,19835,143318.3
4/19/24,7.1,7.2,7,7,38,55612,389536.3
4/18/24,7.2,7.3,7.1,7.2,12,21028,153388.7
4/17/24,7.1,7.5,7.1,7.2,71,114430,826680.4
4/16/24,6.9,7.3,6.9,7.1,31,54916,390245.2
4/15/24,7,7.2,6.9,7.1,48,43844,304241.6
4/10/24,7,7.1,6.8,7,39,86487,605091.3
4/9/24,6.8,7.1,6.8,7,53,227847,1592221.6
4/8/24,6.7,7,6.7,7,17,30628,209105.6
4/5/24,7,7,6.8,6.8,24,32156,219586.9
4/4/24,6.9,6.9,6.7,6.7,25,147602,1000033.4
4/3/24,7,7,6.8,6.9,22,83745,577450.6
4/2/24,6.9,7,6.7,6.7,26,69801,480346.9
4/1/24,6.9,6.9,6.5,6.6,26,46118,304071.5
3/28/24,6.9,7,6.8,6.8,17,65180,451313.1
3/27/24,6.6,7,6.6,6.9,54,153613,1050055.6
3/26/24,6.5,6.7,6.5,6.6,30,104966,683535.2
3/25/24,6.6,6.6,6.5,6.5,6,2637,17254
3/22/24,6.5,6.5,6.4,6.5,21,38102,244543.6
3/21/24,6.5,6.5,6.4,6.4,17,15285,97976.5
3/20/24,6.6,6.7,6.4,6.4,35,46310,298751.2
3/19/24,6.5,6.6,6.5,6.5,17,25925,169363.5
3/18/24,6.7,6.7,6.5,6.5,42,52277,344558.9
3/15/24,6.6,6.8,6.5,6.6,38,30685,202481.1
3/14/24,6.7,6.8,6.6,6.8,13,3475,23262.5
3/13/24,6.8,6.8,6.6,6.7,65,232339,1537854
3/12/24,6.8,6.9,6.7,6.8,26,37335,254329.5
3/11/24,6.6,6.8,6.5,6.7,57,65687,436645.6
3/7/24,6.4,6.8,6.4,6.6,42,198376,1304677.5
3/6/24,6.3,6.4,6.2,6.4,16,5310,33524
3/5/24,6.4,6.4,6.3,6.3,24,31562,199868.9
3/4/24,6.3,6.4,6.1,6.4,30,32750,203093.6
3/1/24,6.3,6.3,6,6.1,10,6265,38276.2
