Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
6/3/25,15.2,15.9,15.2,15.4,51,579038,9085035.4
6/2/25,15.2,15.9,15.2,15.2,22,53003,827363.4
5/30/25,15.7,15.7,15.3,15.3,8,10544,161326.1
5/29/25,15.9,16,15.4,15.9,26,117099,1862503.7
5/28/25,15.2,15.9,15.2,15.5,33,286337,4443769.9
5/27/25,15.6,15.6,15,15.2,38,350025,5329710.4
5/26/25,16,16,15.8,15.8,27,100510,1588160
5/23/25,13.8,16.1,13.8,15.9,264,1644796,26058337.5
5/22/25,13.7,14.8,13.7,14,30,57903,797818.7
5/21/25,13.6,13.7,13.6,13.6,13,13985,190494.5
5/20/25,14.2,14.4,13.6,13.7,34,8141,111602.2
5/19/25,14.4,14.4,14.2,14.2,4,530,7586
5/15/25,14.7,14.7,14.5,14.5,11,30410,440946.4
5/14/25,15,15,14.4,14.4,12,5971,86834.6
5/9/25,14.2,15.3,14.2,14.7,115,430276,6398649.3
5/8/25,13.8,14,13.7,14,11,22593,313353.4
5/7/25,13.6,13.8,13.6,13.6,12,15607,212272.6
5/6/25,13.7,13.8,13.7,13.8,4,400,5519.9
5/5/25,13.5,13.9,13.5,13.9,2,348,4797.2
5/2/25,13.9,13.9,13.3,13.3,4,602,8067.2
4/30/25,13.6,13.6,13.2,13.6,15,95497,1298580.4
4/29/25,13.5,13.8,13.5,13.7,4,392,5379
4/25/25,13.6,13.9,13.3,13.3,4,352,4712.8
4/24/25,13.5,13.5,13.3,13.4,4,1925,25787.5
4/23/25,13.5,13.7,13.5,13.5,8,99486,1343261
4/22/25,13.3,13.3,13.3,13.5,1,40,532
4/21/25,13.2,13.2,13.2,13.5,1,2,26.4
4/17/25,13.2,13.5,13.2,13.5,7,12100,160320
4/16/25,13.2,13.2,13.2,13.2,6,5224,68956.8
4/11/25,13.6,13.6,13.6,13.6,5,519,7058.4
4/10/25,13.2,14,13.2,13.6,2,76,1063.2
4/9/25,14,14,13.3,13.6,4,20701,283474
4/8/25,13.2,13.8,13.2,13.6,6,27290,370159.1
4/7/25,13.3,13.3,12.6,12.9,19,72272,937990.9
4/4/25,13.3,13.8,13.3,13.3,3,504,6705.7
4/3/25,13.3,13.3,13.3,13.3,3,5710,75943
4/2/25,13.3,14.2,13.3,13.5,8,3105,41421
4/1/25,14.2,14.2,13.5,13.5,4,2110,28562
3/28/25,13.2,14.2,13.1,13.1,6,4511,59122.2
3/27/25,14,14,13.8,13.8,3,10104,139456
3/26/25,14,14,14,14,2,501,7014
3/25/25,14.5,14.5,14.4,14.4,2,1210,17425
3/24/25,14.3,14.4,14.3,14.3,12,21785,312225.5
3/21/25,14.3,14.4,14.3,14.4,7,11106,159665.8
3/20/25,14.3,14.7,14.3,14.3,3,72,1038
3/19/25,14.3,14.3,14.3,14.3,14,38130,545259
3/18/25,15,15,14.2,14.3,9,17407,251600.2
3/17/25,14.3,14.9,14.2,14.2,13,47500,675600.7
3/14/25,14.4,15,14.3,14.3,9,16404,238753.2
3/12/25,14.3,14.7,14.3,14.7,3,13388,196748.4
3/11/25,15,15,14.3,14.5,8,53536,777265.5
3/10/25,14.8,15,14.8,14.8,16,6565,97697.1
3/7/25,14.4,14.4,14.4,14.4,1,150,2160
3/6/25,14.5,15,14.4,14.5,4,42,611.5
3/5/25,14.4,15,14.4,14.5,10,16086,233695.2
3/4/25,14.4,14.9,14.4,14.9,4,11001,163594.4
3/3/25,14.7,14.9,14.7,14.9,14,1600,23830
2/28/25,14.4,14.4,14.4,14.4,4,3565,51336
2/27/25,14.8,15.4,14.2,14.4,28,307709,4422046.3
2/25/25,14.8,14.8,14.8,14.8,2,6200,91760
2/24/25,15.5,15.5,14.8,14.8,17,114535,1706580.1
2/21/25,15.7,16,15.1,15.5,41,197576,3088060.7
2/20/25,15.7,16,15.1,15.4,57,154599,2441249.9
2/19/25,15.1,15.7,14.7,15.5,35,31129,474186.3
2/18/25,15.8,15.8,15.2,15.2,14,72405,1108758.5
2/17/25,15.6,16,15.1,15.8,55,181036,2879078
2/14/25,15.5,15.9,15.1,15.2,118,765949,11831882.9
2/13/25,14,15.6,14,15.1,62,362978,5434543.1
2/11/25,14.1,14.4,13.9,13.9,17,113639,1589924.1
2/10/25,14.2,14.5,14,14.5,17,226230,3279073.8
2/7/25,14.3,14.4,14.2,14.4,11,11635,167428.8
2/6/25,14.1,14.8,13.6,14.3,42,41951,595800.9
2/5/25,14.5,14.5,14,14.1,65,210415,2979682.8
2/3/25,15,15,14.4,14.5,150,1155836,16789895.6
1/31/25,14.6,15,14.5,14.8,127,695283,10252695.9
1/30/25,14.4,14.8,13.6,14.6,163,973906,14078439.5
1/29/25,12,14.4,12,13.9,244,1368465,18150569.5
1/28/25,12.1,12.2,12,12.1,13,13500,163110
1/27/25,11.9,12.1,11.9,12.1,30,40911,492466.1
1/24/25,12,12.1,12,12,15,168609,2023328
1/23/25,11.6,12.1,11.6,12.1,20,33849,407044
1/22/25,12,12.1,11.5,12,27,79889,956269.4
1/21/25,11.7,12.1,11.7,12,11,34263,410026.8
1/20/25,11.6,12.2,11.5,12,39,120033,1427631.2
1/17/25,11.5,11.6,11.5,11.5,18,13968,160635
1/16/25,11.5,11.7,11.4,11.6,21,19442,225279.5
1/15/25,11.3,11.5,11.2,11.3,21,42670,482197.7
1/10/25,11.2,11.5,11.2,11.5,12,34325,391070
1/9/25,11.5,11.5,11.2,11.2,12,1891,21270.6
1/8/25,11.5,11.7,11.5,11.5,6,3307,38166.5
1/7/25,11.3,11.7,11.3,11.5,9,101426,1156341.8
1/6/25,11.5,11.7,11.2,11.5,60,207923,2375548.5
1/3/25,12.1,12.1,11.5,11.5,29,84706,984318.7
1/2/25,11.2,12.1,11.2,12,62,519287,6020165.7
12/31/24,11.8,11.8,11.1,11.1,9,135232,1581701.9
12/30/24,11.5,11.8,11.3,11.3,29,45899,521504.5
12/27/24,11.5,11.9,11.4,11.5,34,91106,1046552
12/26/24,11.6,12,11.1,11.9,47,62074,734473.7
12/24/24,11.5,11.6,11.5,11.5,21,102644,1180406.7
12/23/24,11.4,11.6,11.1,11.5,60,206506,2362099.7
12/20/24,11.2,11.4,11.1,11.3,19,30662,341786.6
12/19/24,11,11,11,11,1,1300,14300
12/18/24,11.1,11.2,11.1,11.2,7,10559,118209.7
12/17/24,11.3,11.4,11,11.3,24,58234,649513.5
12/16/24,10.9,11.5,10.7,11.2,85,118306,1319561.3
12/13/24,10.9,10.9,10.4,10.5,9,144,1523.5
12/12/24,10.5,10.9,10.5,10.5,15,66391,697909.8
12/11/24,10.5,11,10.4,11,34,134710,1412277.5
12/10/24,10.7,11,10.6,10.6,39,39451,428266.5
12/9/24,10.7,10.7,10.7,10.4,1,4,42.8
12/6/24,10.8,11,10.4,10.4,15,3432,37118.9
12/5/24,11,11,10.3,10.3,35,23739,252087.8
12/4/24,9.9,11,9.9,10.4,47,48089,495913.9
12/3/24,9.9,10,9.9,9.9,5,10545,104692.8
11/29/24,9.9,9.9,9.9,9.9,2,388,3841.2
11/28/24,10,10.2,10,10,5,2184,21846
11/27/24,10,10,10,10,11,70600,706000
11/26/24,9.8,10.3,9.8,9.8,7,1002,9820.6
11/25/24,10,10,9.8,9.8,8,15020,147226.7
11/22/24,10,10,9.9,9.9,3,1000,9900.9
11/21/24,10.2,10.2,10,10.2,3,291,2968
11/20/24,10,10.2,10,10.2,3,25502,255120.4
11/19/24,9.9,10.2,9.8,9.8,4,9631,94545
11/18/24,9.9,10.2,9.9,10.2,4,10558,104691.6
11/14/24,10.3,10.3,10.3,9.9,1,2,20.6
11/13/24,10,10.3,9.9,9.9,14,14145,140857.5
11/12/24,10.2,10.2,10.1,10.1,3,176,1787.6
11/11/24,10.2,10.2,10,10,5,51894,519316.8
11/8/24,9.9,9.9,9.7,9.8,29,33825,330721.2
11/7/24,10.1,10.1,10.1,10.1,1,100,1010
11/6/24,10,10,10,10,10,22205,222050
11/5/24,10,10,10,10,9,22340,223400
11/4/24,10.1,10.4,9.9,10.1,13,25648,257993.2
11/1/24,10.1,10.1,10,10,16,26100,261010
10/30/24,10.1,10.4,10.1,10.1,15,33295,337039.5
10/29/24,10.3,10.3,10.1,10.2,7,16794,171626.4
10/28/24,10.2,10.3,10.2,10.3,16,34334,351211.8
10/25/24,10.3,10.5,10.3,10.3,10,14100,146195.5
10/24/24,10.2,10.5,10.2,10.5,3,142,1484.4
10/22/24,10.5,10.5,10.3,10.5,4,610,6385
10/21/24,10.3,10.6,10.1,10.6,21,37936,396408.8
10/18/24,10.6,10.6,10.3,10.3,6,1046,10780.4
10/16/24,10.6,10.6,10.3,10.3,16,32002,329823.6
10/15/24,10.3,10.3,10.3,10.3,1,1200,12360
10/14/24,10.5,10.6,10.5,10.6,4,1010,10705
10/11/24,10.5,10.6,10.5,10.6,4,106,1118.6
10/10/24,10.7,10.7,10.2,10.3,6,4754,48535.8
10/9/24,10.8,10.8,10.3,10.6,7,6502,67552.8
10/8/24,10.8,10.8,10.4,10.4,5,3426,35664.4
10/7/24,10.9,10.9,10.4,10.4,4,241,2511.4
10/4/24,10.4,11,10.4,10.5,25,30624,323495.2
